album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Ambient Sounds 2,1,2ON0zEqdOtJqAcLSxW4O19,AmTrack,spotify:track:2ON0zEqdOtJqAcLSxW4O19,0.725,0.833,0.662,0.00894,0.117,-23.091,0.0956,119.976,0.0355,41
Ambient Sounds 2,2,4Ogdfwh4DoEpmCB9uR4Z4r,Migaloolulemon,spotify:track:4Ogdfwh4DoEpmCB9uR4Z4r,0.729,0.387,0.947,0.43,0.21,-19.019,0.0609,113.062,0.0305,42
Ambient Sounds 2,3,6tY2udpuasCEdsjmieMrrv,The Nihilistic Euphoria of the Fish Tube,spotify:track:6tY2udpuasCEdsjmieMrrv,0.728,0.689,0.841,0.782,0.179,-23.222,0.0411,119.999,0.0232,45
Ambient Sounds 2,4,6ce3HNZU3iJJGINRC2YkXg,St. Helena Airport (Farcical Vanity Project),spotify:track:6ce3HNZU3iJJGINRC2YkXg,0.527,0.46,0.959,0.969,0.112,-18.785,0.0593,119.136,0.0285,37
Ambient Sounds 2,5,5dS0Ohw4jr1sducIjsXTYI,Sold My Liver,spotify:track:5dS0Ohw4jr1sducIjsXTYI,0.377,0.659,0.971,0.00604,0.362,-19.097,0.0657,120.101,0.028,38
Ambient Sounds 2,6,5R6Kh0GU1aDCE8ujqgCkXF,"Through a Computer Screen, Pt. 1",spotify:track:5R6Kh0GU1aDCE8ujqgCkXF,0.182,0.546,0.963,0.887,0.14,-20.293,0.0574,120.009,0.0229,37
Ambient Sounds 2,7,7gNmLgQgzPQFWeaBX6FYbn,"There Is No Way to Know How Much I'm Laughing, Pt. 2",spotify:track:7gNmLgQgzPQFWeaBX6FYbn,0.196,0.273,0.985,0.947,0.119,-19.158,0.0523,115.75,0.0189,39
