album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
k bye for now (swt live),1,5SyCD1ic378B4rYWhDmuvo,raindrops (an angel cried) - live,spotify:track:5SyCD1ic378B4rYWhDmuvo,0.884,0.239,0.408,0.0318,0.68,-13.623,0.06,72.138,0.161,56
k bye for now (swt live),2,67kQ3UW7saqCFqB54BVKKI,god is a woman - live,spotify:track:67kQ3UW7saqCFqB54BVKKI,0.158,0.498,0.836,6.59e-06,0.971,-5.224,0.0669,144.882,0.279,57
k bye for now (swt live),3,12s87E3EVHMYZQyr9mXsUi,bad idea - live,spotify:track:12s87E3EVHMYZQyr9mXsUi,0.0392,0.674,0.816,1.56e-05,0.342,-4.387,0.0416,137.976,0.501,55
k bye for now (swt live),4,56feSEETtLwNjY5Xz8XbKI,"break up with your girlfriend, i'm bored - live",spotify:track:56feSEETtLwNjY5Xz8XbKI,0.0162,0.593,0.737,1.55e-05,0.975,-5.102,0.0475,84.87,0.238,55
k bye for now (swt live),5,2I2HYr4FLb6LPfdgcKxK2J,r.e.m - live,spotify:track:2I2HYr4FLb6LPfdgcKxK2J,0.321,0.705,0.554,9.26e-06,0.978,-9.628,0.0551,80.042,0.611,53
k bye for now (swt live),6,4OR2KU2qCnREBsSwwJ4PBn,be alright - live,spotify:track:4OR2KU2qCnREBsSwwJ4PBn,0.155,0.713,0.707,2.12e-06,0.956,-5.947,0.0403,112.929,0.366,54
k bye for now (swt live),7,1Bvxlmt3CtZTyls2IJQ38T,sweetener - live,spotify:track:1Bvxlmt3CtZTyls2IJQ38T,0.158,0.655,0.7,1.25e-06,0.877,-4.242,0.0789,119.835,0.529,53
k bye for now (swt live),8,7bfnkOya2SV8LLTsYmRQJR,successful - live,spotify:track:7bfnkOya2SV8LLTsYmRQJR,0.0879,0.758,0.883,3.54e-05,0.24,-3.989,0.0608,114.021,0.736,52
k bye for now (swt live),9,1FYLqciy2MckeKgTvOCawO,side to side - live,spotify:track:1FYLqciy2MckeKgTvOCawO,0.0251,0.515,0.865,5.59e-05,0.971,-4.065,0.161,158.053,0.372,54
k bye for now (swt live),10,6va6SjWz457IOZidBppAhz,7 rings - live,spotify:track:6va6SjWz457IOZidBppAhz,0.226,0.443,0.739,0.000378,0.961,-6.509,0.209,139.829,0.146,55
k bye for now (swt live),11,6Q4JJnjX00q8O10OliHhjS,love me harder - live,spotify:track:6Q4JJnjX00q8O10OliHhjS,0.196,0.448,0.71,0.0,0.638,-5.095,0.0578,104.024,0.273,53
k bye for now (swt live),12,1edP751qQSUaA1vo7Hva3w,breathin - live,spotify:track:1edP751qQSUaA1vo7Hva3w,0.0454,0.322,0.874,2.27e-06,0.945,-2.893,0.2,98.089,0.171,55
k bye for now (swt live),13,1IVnvJN9oC3pDYv9qpAnj7,needy - live,spotify:track:1IVnvJN9oC3pDYv9qpAnj7,0.699,0.317,0.474,0.0,0.945,-6.314,0.0661,76.592,0.318,53
k bye for now (swt live),14,5BYts42mYfuullBbELoaEV,fake smile - live,spotify:track:5BYts42mYfuullBbELoaEV,0.109,0.395,0.735,1.66e-06,0.353,-4.559,0.226,83.143,0.177,52
k bye for now (swt live),15,1TCEZgYrPjc2G5sBYJciuq,make up - live,spotify:track:1TCEZgYrPjc2G5sBYJciuq,0.145,0.717,0.768,4.3e-06,0.0741,-4.554,0.137,104.973,0.472,51
k bye for now (swt live),16,7MjS7SoRzn8VXajFdV3t04,right there - live,spotify:track:7MjS7SoRzn8VXajFdV3t04,0.0407,0.613,0.802,0.0,0.92,-4.473,0.171,79.514,0.271,51
k bye for now (swt live),17,6FmBKZxA3K1Ycr9spEeI15,you'll never know - live,spotify:track:6FmBKZxA3K1Ycr9spEeI15,0.0673,0.767,0.92,1.96e-06,0.375,-3.445,0.0997,104.9,0.598,51
k bye for now (swt live),18,1qfOSlQohddqAOGl3f8snd,break your heart right back - live,spotify:track:1qfOSlQohddqAOGl3f8snd,0.0501,0.743,0.85,0.0,0.942,-4.686,0.0595,98.026,0.657,51
k bye for now (swt live),19,4jkikgyrlBMR4Fj3d1s4jT,nasa - live,spotify:track:4jkikgyrlBMR4Fj3d1s4jT,0.207,0.648,0.621,2.73e-05,0.918,-5.831,0.179,76.002,0.371,52
k bye for now (swt live),20,6dB14UPKgEDLTp38BIKk6N,tattooed heart - live,spotify:track:6dB14UPKgEDLTp38BIKk6N,0.257,0.358,0.639,0.0,0.964,-4.938,0.0382,103.289,0.314,52
k bye for now (swt live),21,5qmcKqCKRb4EFwRTsndXNe,only 1 - live,spotify:track:5qmcKqCKRb4EFwRTsndXNe,0.273,0.615,0.945,0.0,0.962,-5.607,0.259,101.502,0.45,51
k bye for now (swt live),22,0ao5xnzWNAt0dZFF6v4Sct,goodnight n go - live,spotify:track:0ao5xnzWNAt0dZFF6v4Sct,0.158,0.603,0.611,0.0,0.944,-4.177,0.0322,111.02,0.158,53
k bye for now (swt live),23,5XkiYqfFAXsXG4V2mGZET8,get well soon - live,spotify:track:5XkiYqfFAXsXG4V2mGZET8,0.333,0.639,0.625,0.0,0.398,-4.932,0.0509,100.015,0.482,50
k bye for now (swt live),24,58T204WTLWAs34lOvheS28,in my head interlude - live,spotify:track:58T204WTLWAs34lOvheS28,0.0421,0.673,0.783,0.238,0.352,-6.997,0.0521,136.822,0.324,50
k bye for now (swt live),25,2Hk1xo2ZrysHtBQMmZvg8U,everytime - live,spotify:track:2Hk1xo2ZrysHtBQMmZvg8U,0.0419,0.239,0.676,6.98e-06,0.551,-4.868,0.0613,73.373,0.198,53
k bye for now (swt live),26,0mQVABspENyHvpVqRpnkxJ,the light is coming - live,spotify:track:0mQVABspENyHvpVqRpnkxJ,0.00339,0.762,0.882,0.000326,0.277,-3.814,0.072,99.044,0.597,49
k bye for now (swt live),27,6rvHjRpnRhzQVeu8I5CqHp,into you - live,spotify:track:6rvHjRpnRhzQVeu8I5CqHp,0.073,0.59,0.871,0.000128,0.364,-3.665,0.113,109.869,0.234,51
k bye for now (swt live),28,3HUJw4KvL5baIwuh0wWPoh,my heart belongs to daddy - live,spotify:track:3HUJw4KvL5baIwuh0wWPoh,0.136,0.479,0.591,1.16e-06,0.463,-9.129,0.0508,102.174,0.551,49
k bye for now (swt live),29,5H7d8isXFW779pCK7lo4KT,dangerous woman - live,spotify:track:5H7d8isXFW779pCK7lo4KT,0.086,0.407,0.826,1.21e-06,0.979,-3.443,0.0926,133.942,0.277,52
k bye for now (swt live),30,1LD1TFK08cFUBPmhi3FRAA,break free - live,spotify:track:1LD1TFK08cFUBPmhi3FRAA,0.00926,0.626,0.769,0.00097,0.95,-3.512,0.0513,130.044,0.255,51
k bye for now (swt live),31,32VSdGCv8wkAjUkVha9YBf,no tears left to cry - live,spotify:track:32VSdGCv8wkAjUkVha9YBf,0.467,0.652,0.791,1.45e-06,0.967,-4.623,0.0655,121.922,0.383,52
k bye for now (swt live),32,6AZaeRAPYnf5nKwV7HpSlQ,"thank u, next - live",spotify:track:6AZaeRAPYnf5nKwV7HpSlQ,0.027,0.43,0.811,0.0034,0.95,-5.511,0.101,107.036,0.223,51
"thank u, next",1,39LmTF9RgyakzSYX8txrow,imagine,spotify:track:39LmTF9RgyakzSYX8txrow,0.378,0.729,0.475,0.0,0.12,-4.985,0.0364,62.52,0.371,74
"thank u, next",2,1TEL6MlSSVLSdhOSddidlJ,needy,spotify:track:1TEL6MlSSVLSdhOSddidlJ,0.78,0.647,0.309,7.41e-06,0.202,-7.948,0.0366,87.045,0.195,74
"thank u, next",3,4uTvPEr01pjTbZgl7jcKBD,NASA,spotify:track:4uTvPEr01pjTbZgl7jcKBD,0.451,0.747,0.458,0.0,0.252,-6.891,0.303,75.029,0.47,74
"thank u, next",4,2hloaUoRonYssMuqLCBLTX,bloodline,spotify:track:2hloaUoRonYssMuqLCBLTX,0.0815,0.758,0.665,0.000157,0.216,-5.188,0.0774,151.976,0.643,72
"thank u, next",5,3wFLWP0FcIqHK1wb1CPthQ,fake smile,spotify:track:3wFLWP0FcIqHK1wb1CPthQ,0.329,0.45,0.619,0.0,0.319,-7.412,0.372,83.3,0.427,71
"thank u, next",6,5Il6Oe7lr5XM7A0cWbVQtr,bad idea,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,0.0268,0.847,0.579,0.0545,0.102,-5.314,0.0719,137.998,0.569,71
"thank u, next",7,27356GVuMPFWiJSZCragoM,make up,spotify:track:27356GVuMPFWiJSZCragoM,0.0844,0.671,0.714,1.48e-06,0.0568,-5.373,0.21,105.137,0.477,68
"thank u, next",8,2vdBo4ALPYbHRUPKgtE5iC,ghostin,spotify:track:2vdBo4ALPYbHRUPKgtE5iC,0.418,0.287,0.364,1.8e-05,0.185,-8.295,0.0306,103.777,0.11,71
"thank u, next",9,4T652DlATVHe0jdLKaN3Bw,in my head,spotify:track:4T652DlATVHe0jdLKaN3Bw,0.173,0.662,0.6,0.000137,0.109,-6.402,0.0703,134.979,0.331,72
"thank u, next",10,6ocbgoVGwYJhOv1GgI9NsF,7 rings,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,0.327,87
"thank u, next",11,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.229,0.717,0.653,0.0,0.101,-5.634,0.0658,106.966,0.412,85
"thank u, next",12,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.0421,0.726,0.554,0.0,0.106,-5.29,0.0917,169.999,0.335,81
Sweetener,1,0v2LUO8oTHnkjQ8MmKuXyk,raindrops (an angel cried),spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,0.942,0.336,0.231,0.0,0.188,-6.217,0.0497,168.685,0.429,69
Sweetener,2,4mLkiFppf8Xvem6BSY34qw,blazed (feat. Pharrell Williams),spotify:track:4mLkiFppf8Xvem6BSY34qw,0.0793,0.795,0.759,0.0,0.0805,-6.348,0.0528,110.021,0.855,58
Sweetener,3,0sdbFOyfgAhAhWq8DpzkaW,the light is coming (feat. Nicki Minaj),spotify:track:0sdbFOyfgAhAhWq8DpzkaW,0.0122,0.877,0.547,1.51e-05,0.028,-5.705,0.18,99.034,0.687,64
Sweetener,4,1xWH8zYtDeS9mW1JJG23VZ,R.E.M,spotify:track:1xWH8zYtDeS9mW1JJG23VZ,0.375,0.831,0.485,1.47e-05,0.118,-6.677,0.15,80.022,0.622,68
Sweetener,5,5OCJzvD7sykQEKHH7qAC3C,God is a woman,spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,0.658,6e-05,0.237,-5.934,0.0558,145.031,0.268,80
Sweetener,6,70khXICDeTTxgYtw3EysKH,sweetener,spotify:track:70khXICDeTTxgYtw3EysKH,0.248,0.721,0.459,0.0,0.212,-6.408,0.032,119.914,0.46,69
Sweetener,7,5YeHLHDdQ4nKHk81XFWhCU,successful,spotify:track:5YeHLHDdQ4nKHk81XFWhCU,0.107,0.847,0.603,7.4e-06,0.106,-4.607,0.0397,114.045,0.735,67
Sweetener,8,0WdR2AyLW1Drd3OUdwezM0,everytime,spotify:track:0WdR2AyLW1Drd3OUdwezM0,0.186,0.71,0.614,0.0,0.0974,-6.757,0.0431,148.152,0.658,69
Sweetener,9,4OafepJy2teCjYJbvFE60J,breathin,spotify:track:4OafepJy2teCjYJbvFE60J,0.0211,0.568,0.656,1.37e-05,0.213,-5.413,0.0433,100.049,0.364,77
Sweetener,10,2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,0.713,3.11e-06,0.294,-5.507,0.0594,121.993,0.354,82
Sweetener,11,4b7mLZQWsy0rLnrMtPA9fQ,borderline (feat. Missy Elliott),spotify:track:4b7mLZQWsy0rLnrMtPA9fQ,0.058,0.761,0.818,0.0,0.11,-5.238,0.0978,110.99,0.348,60
Sweetener,12,3NbTQ8ZbHU6MSEVUFAVCJ9,better off,spotify:track:3NbTQ8ZbHU6MSEVUFAVCJ9,0.216,0.597,0.524,0.0,0.112,-7.247,0.0537,92.568,0.0549,67
Sweetener,13,14kYOiFVPb7E7NfFbqhdln,goodnight n go,spotify:track:14kYOiFVPb7E7NfFbqhdln,0.0217,0.708,0.454,0.0,0.073,-7.07,0.0395,110.963,0.24,71
Sweetener,14,0XOnMqLQDO89iAg7dWWwnG,pete davidson,spotify:track:0XOnMqLQDO89iAg7dWWwnG,0.43,0.652,0.31,1.16e-05,0.182,-10.212,0.0509,119.913,0.304,64
Sweetener,15,7u6DMPznGbpziuEgCE0JGQ,get well soon,spotify:track:7u6DMPznGbpziuEgCE0JGQ,0.657,0.604,0.449,0.0,0.0932,-6.564,0.0353,100.355,0.528,65
Christmas & Chill (Japan Version),2,2E5R3USq1SSOFDnl4SHe1Z,Wit It This Christmas,spotify:track:2E5R3USq1SSOFDnl4SHe1Z,0.125,0.647,0.321,0.0,0.328,-8.325,0.0337,128.068,0.379,17
Christmas & Chill (Japan Version),3,1gCC4V2iW0juUv4jaDABsp,December,spotify:track:1gCC4V2iW0juUv4jaDABsp,0.479,0.717,0.399,0.0,0.222,-11.225,0.0925,90.003,0.63,17
Christmas & Chill (Japan Version),4,09VVVW2VxsmXE5Pyo3T0ah,Not Just On Christmas,spotify:track:09VVVW2VxsmXE5Pyo3T0ah,0.189,0.323,0.281,1.14e-05,0.134,-7.829,0.0316,120.425,0.313,15
Christmas & Chill (Japan Version),5,73pH60xHd2S87oNIlgztNY,True Love,spotify:track:73pH60xHd2S87oNIlgztNY,0.0768,0.519,0.367,2.05e-06,0.1,-7.355,0.0343,101.825,0.233,19
Christmas & Chill (Japan Version),6,0zrQwV4XbcwZ2bS9r7F944,Winter Things,spotify:track:0zrQwV4XbcwZ2bS9r7F944,0.925,0.524,0.216,0.0,0.234,-10.2,0.0863,73.853,0.784,19
Christmas & Chill (Japan Version),7,5Pso8npzaYW2lrt75Tgtmg,Into You - Alex Ghenea Remix,spotify:track:5Pso8npzaYW2lrt75Tgtmg,0.0928,0.63,0.706,0.0,0.254,-5.422,0.0567,119.942,0.0383,18
Dangerous Woman,16,4r4V1wYecTxSAAXV11cFPD,Focus,spotify:track:4r4V1wYecTxSAAXV11cFPD,0.266,0.672,0.876,0.0,0.444,-6.036,0.244,100.018,0.79,36
Dangerous Woman,1,4TZdeM7zelZGz6JPrXSEZ1,Moonlight,spotify:track:4TZdeM7zelZGz6JPrXSEZ1,0.417,0.626,0.412,3.55e-06,0.048,-7.339,0.0292,102.169,0.209,68
Dangerous Woman,2,7l94dyN2hX9c6wWcZQuOGJ,Dangerous Woman,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,0.29,77
Dangerous Woman,3,6f5TuB9WtbA1g49A4DcMQ4,Be Alright,spotify:track:6f5TuB9WtbA1g49A4DcMQ4,0.169,0.813,0.456,2.85e-06,0.105,-7.667,0.0685,108.801,0.587,69
Dangerous Woman,4,2meEiZKWkiN28gITzFwQo5,Into You,spotify:track:2meEiZKWkiN28gITzFwQo5,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,0.372,78
Dangerous Woman,5,1pKeFVVUOPjFsOABub0OaV,Side To Side,spotify:track:1pKeFVVUOPjFsOABub0OaV,0.0513,0.65,0.736,0.0,0.235,-5.84,0.229,159.174,0.612,78
Dangerous Woman,6,5AKlnLpP3WLwZseNbjquND,Let Me Love You,spotify:track:5AKlnLpP3WLwZseNbjquND,0.0295,0.528,0.435,0.0,0.243,-8.363,0.129,102.704,0.0781,69
Dangerous Woman,7,2tpIAmAq9orm1Owh5pja1w,Greedy,spotify:track:2tpIAmAq9orm1Owh5pja1w,0.0323,0.62,0.705,0.0,0.092,-5.335,0.0989,109.974,0.844,73
Dangerous Woman,8,0zXXqCxifU2u8jfW2r4POb,Leave Me Lonely,spotify:track:0zXXqCxifU2u8jfW2r4POb,0.596,0.445,0.449,2.34e-05,0.339,-7.472,0.0315,90.927,0.374,62
Dangerous Woman,9,6yL2kTsdVwYnGwPkKGtMd5,Everyday,spotify:track:6yL2kTsdVwYnGwPkKGtMd5,0.0152,0.637,0.733,0.0,0.162,-4.387,0.0553,131.005,0.432,70
Dangerous Woman,10,1FlYPPzFJUNh3KRE36pYbe,Sometimes,spotify:track:1FlYPPzFJUNh3KRE36pYbe,0.0901,0.394,0.666,0.0,0.344,-5.383,0.25,77.827,0.561,61
Dangerous Woman,11,6j4w8O8gEseBUZTOo8vYMK,I Don't Care,spotify:track:6j4w8O8gEseBUZTOo8vYMK,0.729,0.59,0.403,1.38e-06,0.153,-8.286,0.0431,111.948,0.287,58
Dangerous Woman,12,1j0Rb762xxT0eccglHKsRv,Bad Decisions,spotify:track:1j0Rb762xxT0eccglHKsRv,0.0146,0.698,0.646,0.0,0.269,-5.368,0.0415,131.945,0.787,61
